LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,Fireplaces,GarageCars,GarageArea,OpenPorchSF,SalePrice
8172,Edwards,5,7,1955,1990,TA,No,167,864,864,0,864,1,TA,0,2,572,0,115000
8400,NAmes,5,5,1968,1968,TA,Av,1016,1052,1052,0,1052,1,TA,0,1,288,0,138500
8700,NAmes,5,6,1963,1963,TA,Mn,776,1120,1128,0,1128,2,TA,0,2,525,20,155000
3675,Edwards,6,5,2005,2006,Gd,Gd,547,547,1072,0,1072,2,TA,0,2,525,44,140000
63887,Edwards,10,5,2008,2008,Ex,Gd,5644,6110,4692,950,5642,2,Ex,3,2,1418,292,160000
7500,NAmes,5,7,1959,1994,TA,No,340,1246,1246,0,1246,1,Gd,0,1,305,0,154000
10762,Gilbert,7,5,1999,1999,Gd,No,694,978,1005,978,1983,2,Gd,1,2,490,0,225000
7500,Crawfor,6,7,1942,1950,TA,No,547,771,753,741,1494,1,Gd,2,1,213,0,177500
10120,NoRidge,8,5,1994,1994,Gd,No,740,1165,1203,1323,2526,2,Gd,1,3,844,78,290000
8688,Somerst,7,5,2005,2005,Gd,Av,0,1616,1616,0,1616,2,Gd,0,3,834,59,232000
3363,Edwards,7,5,2004,2004,Gd,No,0,976,976,732,1708,2,Gd,0,2,380,40,130000
13173,NridgHt,9,5,2006,2007,Ex,No,1572,1652,1652,0,1652,2,Ex,2,2,840,102,325000
6955,NridgHt,7,5,2005,2006,Gd,No,0,1368,1368,0,1368,2,Gd,1,2,474,35,202500
8072,CollgCr,5,5,1994,1995,Gd,No,746,990,990,0,990,1,TA,0,2,480,64,138000
12000,OldTown,5,7,1948,2005,TA,No,144,924,1122,0,1122,1,Gd,0,2,528,36,147000
7153,SawyerW,6,5,1991,1991,Gd,No,1200,1278,1294,0,1294,2,Gd,0,2,496,51,179200
17500,Crawfor,7,8,1959,2002,Gd,Av,1406,1902,1902,0,1902,2,Ex,2,2,567,207,335000
8814,CollgCr,7,5,2005,2007,Gd,No,925,1274,1274,0,1274,2,Gd,0,2,508,98,203000
9572,NoRidge,8,5,1990,1990,Ex,No,482,1453,1453,1357,2810,2,Gd,1,2,750,0,302000
14774,NoRidge,9,5,1999,1999,Gd,No,0,1393,1422,1177,2599,2,Gd,1,3,779,30,333168
8190,Edwards,4,6,1954,1954,TA,No,732,948,948,0,948,1,TA,1,1,280,36,119000
11075,NAmes,6,5,1969,1969,Fa,Mn,500,952,1092,1020,2112,2,TA,2,2,576,0,206900
10226,CollgCr,8,5,2008,2008,Ex,Gd,0,1622,1630,0,1630,2,Ex,1,3,860,42,295493
4230,Somerst,7,5,2006,2007,Ex,No,0,1352,1352,0,1352,2,Gd,1,2,466,241,208900
14781,CollgCr,8,5,2001,2002,Gd,Gd,0,1753,1787,0,1787,2,Gd,1,3,748,150,275000
10215,Edwards,4,5,1954,1954,TA,No,492,864,948,0,948,1,TA,0,1,248,0,111000
8400,NAmes,6,3,1957,1957,TA,No,189,1478,1478,0,1478,1,TA,2,2,442,0,156500
6627,BrkSide,3,6,1949,1950,NA,NA,0,0,720,0,720,1,TA,0,1,287,0,72500
10186,NoRidge,7,5,1992,1992,Gd,No,674,750,1061,862,1923,2,Gd,1,2,564,39,190000
5330,BrkSide,4,7,1940,1950,TA,No,280,420,708,0,708,1,Fa,0,0,0,0,82500
9986,Somerst,8,5,2006,2007,Ex,Av,0,1795,1795,0,1795,2,Gd,1,3,895,49,147000
3636,IDOTRR,4,4,1922,1950,TA,No,0,796,796,0,796,1,TA,0,0,0,0,55000
4270,Edwards,3,6,1931,2006,TA,No,544,544,774,0,774,1,Gd,0,0,0,0,79000
6600,Mitchel,5,9,1982,2008,TA,No,641,816,816,0,816,1,Gd,1,1,264,0,130500
10440,OldTown,6,7,1920,1950,Gd,No,493,1510,1584,1208,2792,2,TA,2,2,520,547,256000
9084,Gilbert,7,5,1998,1998,Gd,No,0,935,955,677,1632,2,TA,1,2,462,28,176500
10000,Somerst,8,5,2006,2006,Gd,Av,0,1588,1588,0,1588,2,Gd,1,3,825,45,227000
10780,CollgCr,5,5,1976,1976,TA,Av,483,911,954,0,954,1,TA,0,2,576,0,132500
8877,Edwards,4,6,1938,1958,TA,Mn,690,816,816,0,816,1,TA,1,1,288,0,100000
7200,IDOTRR,5,6,1938,1995,TA,No,0,803,803,557,1360,1,Gd,0,1,297,65,125500
2368,BrDale,5,6,1970,1970,TA,No,765,765,765,600,1365,1,TA,0,2,440,36,125000
9650,NWAmes,6,5,1977,1977,Gd,No,686,1350,1334,0,1334,2,TA,1,2,630,16,167900
9246,NWAmes,5,5,1973,1973,TA,No,0,1656,1656,0,1656,2,TA,0,2,506,211,135000
4118,OldTown,4,4,1941,1950,TA,No,0,693,693,0,693,1,Fa,0,0,0,20,52500
13450,CollgCr,7,5,2002,2002,Gd,No,700,916,920,941,1861,2,Gd,0,2,492,91,200000
9560,CollgCr,5,7,1972,1972,TA,Mn,360,864,864,0,864,1,TA,0,1,288,0,128500
8294,NAmes,4,5,1971,1971,TA,No,0,858,872,0,872,1,TA,0,4,480,0,123000
13695,SawyerW,6,5,2003,2004,Gd,No,814,1114,1114,0,1114,1,Gd,0,2,576,78,155000
9375,CollgCr,8,5,2002,2002,Gd,No,0,1284,1284,885,2169,2,Gd,1,2,647,87,228500
7558,Crawfor,6,6,1928,1950,TA,No,0,896,1172,741,1913,1,TA,1,2,342,0,177000
11103,CollgCr,7,5,2006,2006,Gd,No,0,728,728,728,1456,2,Gd,1,2,440,0,155835
6000,OldTown,4,4,1920,1950,TA,No,250,960,960,0,960,1,Fa,0,1,308,0,108500
20781,NWAmes,7,7,1968,2003,TA,No,297,1568,2156,0,2156,2,TA,1,2,508,80,262500
15306,Timber,8,5,2006,2007,Ex,Gd,80,1732,1776,0,1776,2,Gd,1,3,712,0,283463
16196,SawyerW,7,5,1998,1998,Gd,Gd,1443,1482,1494,0,1494,2,Gd,1,2,514,25,215000
5250,OldTown,8,5,1872,1987,TA,No,259,684,938,1215,2358,2,TA,0,0,0,54,122000
11643,NAmes,5,5,1969,1969,TA,No,500,1248,1338,1296,2634,2,TA,0,4,968,0,200000
9247,NAmes,6,6,1962,1962,TA,No,319,858,858,858,1716,1,TA,1,2,490,84,171000
6000,BrkSide,6,9,1937,2000,TA,No,0,698,786,390,1176,1,TA,0,2,624,0,134900
14720,NoRidge,8,5,1995,1996,Gd,Av,816,2033,2053,1185,3238,2,Gd,1,3,666,86,410000
10316,CollgCr,7,5,2000,2000,Gd,No,735,992,992,873,1865,2,Gd,1,3,839,184,235000
10192,NWAmes,7,6,1968,1992,TA,No,0,570,1222,698,1920,3,Gd,1,2,487,98,170000
9477,NAmes,5,5,1966,1966,TA,No,340,864,892,0,892,1,TA,0,1,264,0,110000
12537,NAmes,5,6,1971,2008,TA,No,734,1078,1078,0,1078,1,TA,1,2,500,0,149900
2117,Somerst,6,5,2000,2000,Gd,No,378,756,769,804,1573,2,Gd,0,2,440,32,177500
16737,NridgHt,9,5,2004,2005,Ex,Av,1447,1980,1980,0,1980,2,Ex,1,3,770,45,315000
9842,SWISU,5,6,1921,1998,TA,No,0,612,990,1611,2601,3,TA,0,2,621,0,189000
16158,StoneBr,7,5,2005,2005,Ex,Av,1274,1530,1530,0,1530,2,Gd,1,2,430,36,260000
12513,NAmes,4,4,1920,2007,TA,No,0,715,1281,457,1738,2,TA,1,1,368,0,104900
8499,Gilbert,6,5,2006,2007,Gd,No,0,616,616,796,1412,2,Gd,1,2,432,36,156932
3180,Somerst,7,5,2005,2005,Gd,No,0,600,520,600,1200,2,Gd,0,2,480,166,144152
7500,Somerst,7,5,2000,2000,Gd,No,533,814,814,860,1674,2,Gd,0,2,663,96,216000
9179,CollgCr,7,5,1999,1999,Gd,No,633,873,882,908,1790,2,Gd,0,2,588,88,193000
2665,MeadowV,5,6,1977,1977,TA,No,548,757,925,550,1475,2,TA,1,1,336,26,127000
4435,CollgCr,6,5,2003,2004,Gd,Av,685,848,848,0,848,1,Gd,0,2,420,0,144000
10635,CollgCr,8,5,2003,2003,Gd,Av,370,1657,1668,0,1668,2,Gd,1,2,502,262,232000
5400,OldTown,4,6,1920,1950,TA,No,315,840,840,534,1374,1,TA,0,1,338,0,105000
9600,NAmes,6,6,1955,1996,TA,Av,831,992,1661,0,1661,1,Gd,1,1,377,28,165500
9750,CollgCr,7,6,1998,1998,Gd,Av,975,1108,1108,989,2097,2,Gd,1,2,583,170,274300
11400,NoRidge,10,5,2001,2002,Ex,Gd,1282,2633,2633,0,2633,2,Ex,2,3,804,140,466500
10625,Somerst,7,5,2005,2005,Gd,No,0,1026,1026,932,1958,2,Gd,1,3,936,210,250000
10991,Timber,8,5,2007,2007,Gd,Gd,0,1571,1571,0,1571,2,Gd,1,3,722,36,239000
6292,SWISU,6,5,1930,1950,Gd,Mn,384,768,790,0,790,1,TA,0,1,160,141,91000
10998,Edwards,5,5,1941,1960,TA,No,408,984,984,620,1604,2,TA,0,2,660,68,117000
1953,BrDale,6,5,1973,1973,TA,No,309,483,483,504,987,1,TA,0,1,264,0,83000
9735,Timber,5,5,2006,2007,Gd,No,0,384,754,640,1394,2,Gd,0,2,400,0,167500
8212,Edwards,3,3,1914,1950,TA,No,203,864,864,0,864,1,TA,0,1,200,0,58500
12925,NAmes,6,7,1970,1970,TA,Mn,865,1205,2117,0,2117,2,TA,2,2,550,42,237500
7200,OldTown,7,7,1920,1950,Fa,No,0,596,998,764,1762,1,Gd,0,2,576,0,157000
25339,Sawyer,5,7,1918,2007,TA,No,0,816,1416,0,1416,2,Gd,0,2,576,0,112000
9060,Edwards,6,5,1939,1950,TA,Mn,204,560,698,560,1258,1,TA,0,1,280,0,105000
5436,IDOTRR,4,8,1922,2007,TA,No,735,796,796,358,1154,1,Gd,0,1,240,96,125500
16692,NWAmes,7,5,1978,1978,Gd,No,790,1392,1392,1392,2784,3,Gd,2,2,564,112,250000
8520,OldTown,6,7,1916,1950,TA,No,168,714,1664,862,2526,2,Gd,1,1,216,15,136000
14892,Gilbert,9,5,2006,2007,Ex,Gd,1320,1746,1746,0,1746,2,Ex,2,3,758,39,377500
6000,BrkSide,6,6,1941,1950,TA,No,375,735,869,349,1218,1,TA,1,2,440,0,131000
9100,CollgCr,7,5,2000,2000,Gd,Av,1400,1525,1525,0,1525,2,Gd,0,2,541,36,235000
8944,NAmes,5,5,1967,1967,TA,No,0,1584,1584,0,1584,2,TA,0,3,792,152,124000
7838,NAmes,5,5,1967,1967,TA,Av,769,864,900,0,900,1,TA,1,1,288,144,123000
10800,OldTown,6,7,1905,2000,Fa,No,0,482,1221,691,1912,2,TA,1,2,672,25,163000
4045,Blmngtn,7,5,2006,2006,Gd,Av,1070,1356,1500,0,1500,2,Gd,1,3,648,20,246578
12665,Timber,8,5,2005,2006,Gd,Gd,0,1094,1133,1349,2482,2,Gd,1,3,642,39,281213
57200,Timber,5,5,1948,1950,TA,Av,353,747,1687,0,1687,1,TA,2,2,572,0,160000
6120,BrkSide,5,8,1920,2004,TA,Mn,0,939,939,574,1513,1,TA,0,1,180,0,137500
7200,NAmes,5,4,1950,1982,TA,No,180,1208,1136,768,1904,1,TA,0,1,240,0,138000
6171,SWISU,6,6,1925,1990,TA,No,264,976,1160,448,1608,2,Gd,1,1,216,16,137450
6000,BrkSide,6,7,1929,1950,TA,No,0,862,950,208,1158,1,TA,1,1,208,0,120000
7415,Gilbert,6,5,2004,2004,TA,No,759,839,864,729,1593,2,TA,1,2,398,75,193000
6762,CollgCr,7,5,2006,2006,Gd,Av,0,1286,1294,0,1294,2,Gd,1,2,662,55,193879
15256,Somerst,8,5,2007,2007,Gd,Gd,929,1485,1464,0,1464,2,Gd,0,3,754,160,282922
10410,OldTown,3,4,1915,1950,TA,No,0,672,694,520,1214,1,TA,0,3,936,0,105000
3842,Crawfor,8,5,2004,2005,Ex,Gd,1373,1594,1646,0,1646,2,Gd,1,2,482,53,275000
8445,CollgCr,5,7,1972,2007,Gd,Av,656,768,768,0,768,1,TA,0,2,396,0,133000
8780,Mitchel,5,5,1985,1985,TA,No,625,833,833,0,833,1,TA,0,0,0,0,112000
7740,OldTown,4,7,1910,1950,Fa,No,0,622,741,622,1363,1,TA,0,2,528,0,125500
20544,NWAmes,7,6,1986,1991,Gd,No,0,791,1236,857,2093,2,TA,1,2,542,63,215000
12420,CollgCr,7,5,2001,2001,Gd,No,666,944,944,896,1840,2,Gd,0,2,622,45,230000
9600,NAmes,6,8,1950,2005,TA,No,120,856,1112,556,1668,1,TA,0,1,271,0,140000
7200,NAmes,4,5,1949,1950,NA,NA,0,0,1040,0,1040,2,TA,0,2,420,0,90000
10994,SawyerW,8,5,2005,2006,Gd,No,976,1844,1844,0,1844,2,Gd,1,2,620,44,257000
13053,BrkSide,6,7,1923,2000,TA,No,0,833,1053,795,1848,1,Gd,1,2,370,0,207000
3635,Blmngtn,7,5,2007,2007,Gd,No,988,1386,1569,0,1569,2,Gd,1,3,660,20,175900
11340,OldTown,4,6,1885,1950,TA,No,0,777,1246,1044,2290,2,TA,0,2,560,0,122500
16545,NoRidge,8,5,1998,1998,Gd,Mn,781,1284,1310,1140,2450,2,Gd,1,3,1069,126,340000
9204,NAmes,5,5,1963,1963,TA,No,25,1144,1144,0,1144,1,TA,0,1,336,88,124000
16381,Crawfor,6,5,1969,1969,TA,Av,1110,1844,1844,0,1844,2,Gd,1,2,540,73,223000
11700,NWAmes,6,6,1968,1968,TA,No,404,708,708,708,1416,2,TA,1,2,776,169,179900
4043,NPkVill,6,5,1977,1977,Gd,No,360,1069,1069,0,1069,2,TA,1,2,440,55,127500
4435,CollgCr,6,5,2003,2003,Gd,Av,686,848,848,0,848,1,Gd,0,2,420,0,136500
19690,Edwards,6,7,1966,1966,Gd,Av,0,697,1575,626,2201,2,Gd,1,2,432,236,274970
9503,NAmes,5,5,1958,1983,TA,No,457,1024,1344,0,1344,1,TA,1,1,484,28,144000
10721,NAmes,6,6,1959,1959,TA,No,0,1252,1252,0,1252,1,Gd,0,2,528,39,142000
10944,NoRidge,7,5,1994,1994,Gd,No,1000,1223,1223,904,2127,2,Gd,2,2,525,132,271000
10930,NAmes,5,6,1945,1950,TA,No,580,913,1048,510,1558,1,TA,1,1,288,0,140000
7200,OldTown,5,7,1940,1992,TA,No,510,788,804,0,804,1,Gd,2,1,240,0,119000
12546,NWAmes,6,7,1981,1981,Gd,No,678,1440,1440,0,1440,2,Gd,1,2,467,0,182900
21930,Gilbert,5,5,2005,2005,Gd,Av,0,732,734,1104,1838,2,TA,1,2,372,40,192140
4928,NPkVill,6,6,1976,1976,Gd,No,958,958,958,0,958,2,TA,0,2,440,60,143750
10800,OldTown,4,6,1927,2007,TA,No,0,656,968,0,968,2,TA,0,1,216,0,64500
10261,Gilbert,6,5,2000,2000,Gd,No,0,936,962,830,1792,2,TA,1,2,451,0,186500
17400,Mitchel,5,5,1977,1977,TA,No,936,1126,1126,0,1126,2,TA,1,2,484,41,160000
8400,NAmes,6,9,1962,2005,TA,No,0,1319,1537,0,1537,1,Gd,1,2,462,36,174000
9000,NAmes,4,6,1971,1971,TA,No,616,864,864,0,864,1,TA,0,2,528,0,120500
12444,NridgHt,8,5,2008,2008,Ex,Av,1336,1932,1932,0,1932,2,Ex,1,3,774,66,394617
7407,OldTown,6,7,1957,1996,TA,No,600,912,1236,0,1236,1,TA,0,2,923,158,149700
11584,NWAmes,7,6,1979,1979,TA,No,315,539,1040,685,1725,2,TA,1,2,550,88,197000
11526,Crawfor,6,7,1922,1994,Ex,No,0,588,1423,748,2555,2,TA,1,2,672,0,191000
4426,CollgCr,6,5,2004,2004,Gd,Av,697,848,848,0,848,1,Gd,1,2,420,0,149300
11003,Somerst,10,5,2008,2008,Ex,Av,765,1017,1026,981,2007,2,Ex,1,3,812,52,310000
8854,BrkSide,6,6,1916,1950,TA,No,0,952,952,0,952,1,Fa,1,1,192,98,121000
8500,CollgCr,7,5,2004,2004,Gd,Av,0,1422,1422,0,1422,2,Gd,0,2,626,60,179600
8400,Sawyer,6,5,1966,1966,TA,Gd,187,814,913,0,913,1,TA,0,1,240,0,129000
26142,Mitchel,5,7,1962,1962,TA,No,593,1188,1188,0,1188,1,TA,0,1,312,39,157900
10000,CollgCr,8,5,1995,1996,Gd,No,1079,1220,1220,870,2090,2,Gd,1,2,556,65,240000
11767,Edwards,4,7,1910,2000,Fa,No,0,560,796,550,1346,1,TA,0,1,384,24,112000
1533,MeadowV,5,7,1970,1970,Gd,Av,553,630,630,0,630,1,Ex,0,0,0,0,92000
9000,NAmes,5,5,1974,1974,Gd,No,0,896,896,896,1792,2,TA,0,0,0,45,136000
9262,Somerst,8,5,2008,2009,Gd,No,0,1573,1578,0,1578,2,Ex,1,3,840,36,287090
3675,Edwards,5,5,2005,2005,Gd,Gd,547,547,1072,0,1072,1,TA,0,2,525,28,145000
17217,Mitchel,5,5,2006,2006,Gd,No,0,1140,1140,0,1140,1,TA,0,0,0,56,84500
7500,Somerst,7,5,2004,2005,Gd,No,410,1221,1221,0,1221,2,Gd,0,2,400,113,185000
7917,Gilbert,6,5,1999,2000,Gd,No,0,953,953,694,1647,2,TA,1,2,460,40,175000
13175,NWAmes,6,6,1978,1988,Gd,No,790,1542,2073,0,2073,2,TA,2,2,500,0,210000
9042,Crawfor,7,9,1941,2006,TA,No,275,1152,1188,1152,2340,2,Gd,2,1,252,60,266500
9717,NAmes,5,6,1950,1996,TA,Mn,49,1078,1078,0,1078,1,Gd,0,1,240,0,142125
9937,Edwards,5,6,1965,1965,TA,No,830,1256,1256,0,1256,1,TA,0,1,276,68,147500
